id,quartos,area,custo,vagas,mobiliado,bairro,endereco,latitude,longitude,estacao,distancia,linha_amarela,linha_azul,linha_lilas,linha_prata,linha_verde,linha_vermelha,update_time,apartment_link
892870723,3,200,8702,2,1,Alto de Pinheiros,Avenida Padre Pereira de Andrade,-23.541828600000002,-46.7188995,Vila Madalena,2.88,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892870723
892933685,3,70,1514,0,0,Vila Formosa,Avenida Cipriano Rodrigues,-23.5755799,-46.5295999,Sao Lucas,2.13,0,0,0,1,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892933685
892987404,1,50,4116,1,0,Barra Funda,Alameda Olga,-23.5286705,-46.663027899999996,Palmeiras Barra Funda,0.58,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/892987404
893013830,3,170,8942,2,0,Jardim Paulista,Alameda Casabranca,-23.5660433,-46.6597089,Trianon Masp,0.66,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893013830
892932814,3,125,5914,1,0,Jardim Paulista,Alameda Franca,-23.565989000000002,-46.6584224,Trianon Masp,0.54,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892932814
892974215,1,50,5392,1,0,Consolação,Alameda Ministro Rocha Azevedo,-23.5582646,-46.6566685,Consolacao,0.36,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892974215
892945292,3,180,4815,2,0,Bela Vista,Rua Treze de Maio,-23.5651576,-46.6449065,Brigadeiro,0.5,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892945292
892812375,1,55,5783,1,1,Consolação,Alameda Ministro Rocha Azevedo,-23.5583862,-46.656884399999996,Consolacao,0.34,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892812375
892935960,1,45,3485,1,0,Consolação,R. Bela Cintra,-23.5508013,-46.6537971,Higienopolis Mackenzie,0.25,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892935960
893103624,1,50,2576,0,0,Consolação,Rua Frei Caneca,-23.5522787,-46.6511311,Higienopolis Mackenzie,0.39,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893103624
892883604,1,50,3941,0,1,Bela Vista,Rua Santo Antônio,-23.5519758,-46.6455744,Higienopolis Mackenzie,0.76,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892883604
893105757,2,60,2526,0,0,Bela Vista,Rua Rocha,-23.5567344,-46.6500161,Trianon Masp,0.86,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893105757
892839599,2,117,6046,1,1,Bela Vista,Avenida Paulista,-23.567131399999997,-46.6492416,Brigadeiro,0.07,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892839599
892869477,1,37,3385,1,0,Jardim Paulista,Rua José Maria Lisboa,-23.5673845,-46.6582569,Trianon Masp,0.61,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892869477
893077692,3,220,6311,0,1,Paraíso,Avenida Brigadeiro Luís Antônio,-23.5699348,-46.6507946,Brigadeiro,0.31,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893077692
892792143,1,28,2593,1,1,Consolação,Rua Frei Caneca,-23.5522986,-46.650257700000004,Higienopolis Mackenzie,0.42,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892792143
893027703,2,100,10942,1,1,Jardim Paulista,Alameda Fernão Cardim,-23.5692189,-46.6529955,Brigadeiro,0.45,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893027703
893060968,3,248,9061,1,0,Bela Vista,Rua São Carlos do Pinhal,-23.5624914,-46.652925399999994,Trianon Masp,0.16,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893060968
892928032,1,40,3993,1,1,Bela Vista,Rua Manoel Dutra,-23.5552425,-46.6461756,Higienopolis Mackenzie,0.94,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892928032
892826730,1,50,3583,0,1,Consolação,Rua Frei Caneca,-23.5522986,-46.650257700000004,Higienopolis Mackenzie,0.42,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892826730
893053178,1,55,5403,0,1,Consolação,Rua Antônio Carlos,-23.5571128,-46.657091799999996,Consolacao,0.34,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893053178
892993799,1,25,1832,0,0,Consolação,Avenida Nove de Julho,-23.5582982,-46.6538382,Trianon Masp,0.59,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892993799
892818748,1,50,8734,1,1,Bela Vista,Rua Santo Antônio,-23.551787,-46.6453006,Anhangabau,0.76,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/892818748
892890870,3,250,9894,2,0,Bela Vista,Rua dos Franceses,-23.560282,-46.64774379999999,Trianon Masp,0.72,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892890870
892953760,1,46,3177,1,1,Jardim Paulista,Alameda Franca,-23.5663845,-46.657841999999995,Trianon Masp,0.51,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892953760
892972667,2,60,3164,1,1,Bela Vista,Rua Doutor Seng,-23.562193899999997,-46.650324299999994,Trianon Masp,0.39,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892972667
893098847,1,34,2483,0,0,Bela Vista,Rua Santo Amaro,-23.5519436,-46.6404902,Anhangabau,0.48,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/893098847
893094572,1,50,3867,0,1,Bela Vista,Rua Doutor Plínio Barreto,-23.556829,-46.6505597,Trianon Masp,0.83,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893094572
893079019,1,76,2788,1,0,Bela Vista,Rua Carlos Comenale,-23.5613365,-46.6550594,Trianon Masp,0.28,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893079019
892959411,1,47,1977,0,1,Bela Vista,R. Humaitá,-23.5563628,-46.642016399999996,Sao Joaquim,0.65,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892959411
893020913,1,45,6504,1,1,Jardim Paulista,Alameda Jaú,-23.5689561,-46.6520311,Brigadeiro,0.34,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893020913
892820578,1,40,2030,0,0,Bela Vista,Rua Santo Amaro,-23.5525121,-46.6406443,Anhangabau,0.54,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/892820578
892780750,2,56,3719,1,1,Bela Vista,Rua Doutor Plínio Barreto,-23.557002,-46.651136,Trianon Masp,0.79,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892780750
892981869,3,365,11457,2,1,Bela Vista,Rua Pamplona,-23.561864399999997,-46.6522051,Trianon Masp,0.26,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892981869
892836472,3,165,6622,3,0,Bela Vista,R. dos Franceses,-23.5597056,-46.647562,Trianon Masp,0.77,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892836472
893025187,3,180,8003,1,1,Consolação,Rua Peixoto Gomide,-23.5601948,-46.656695299999996,Consolacao,0.43,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893025187
893013791,3,200,6683,1,0,Bela Vista,Alameda Joaquim Eugênio de Lima,-23.5636085,-46.647823700000004,Brigadeiro,0.47,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893013791
892989425,2,79,8795,2,1,Consolação,Alameda Ministro Rocha Azevedo,-23.5582646,-46.6566685,Consolacao,0.36,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892989425
893046944,1,28,2746,0,0,Consolação,Rua Frei Caneca,-23.5527111,-46.65088239999999,Higienopolis Mackenzie,0.44,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893046944
892810111,1,60,3535,1,1,Consolação,Rua Frei Caneca,-23.551377,-46.648511,Higienopolis Mackenzie,0.47,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892810111
892945461,1,42,2786,1,0,Consolação,Rua Bela Cintra,-23.55232130000001,-46.65485820000001,Higienopolis Mackenzie,0.45,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892945461
892902490,3,120,5381,1,0,Paraíso,Rua Maria Figueiredo,-23.5695908,-46.647846,Brigadeiro,0.23,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892902490
893027239,4,300,12922,2,1,Bela Vista,Rua Cincinato Braga,-23.567180899999997,-46.6476278,Brigadeiro,0.15,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893027239
893066785,3,180,13666,1,1,Jardim Paulista,Avenida Paulista,-23.5676299,-46.6495344,Brigadeiro,0.06,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893066785
892818370,3,130,7948,1,1,Consolação,Rua Peixoto Gomide,-23.5592617,-46.6556859,Consolacao,0.48,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892818370
892912791,2,104,4529,2,1,Consolação,Rua Martinho Prado,-23.5503744,-46.64614470000001,Higienopolis Mackenzie,0.65,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892912791
892993721,4,300,22025,0,0,Bela Vista,Alameda Joaquim Egenio de Lima,-23.5648062,-46.6493571,Brigadeiro,0.33,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892993721
893037999,1,35,3573,1,0,Consolação,Rua Augusta,-23.551762,-46.6513895,Higienopolis Mackenzie,0.32,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893037999
893071053,1,46,2998,1,0,Jardim Paulista,Alameda Franca,-23.5663845,-46.657841999999995,Trianon Masp,0.51,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893071053
892829376,2,67,5844,1,1,Consolação,Rua Augusta,-23.552393,-46.6537895,Higienopolis Mackenzie,0.41,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892829376
893000672,3,300,16986,2,1,Bela Vista,Rua Franceses,-23.561912699999997,-46.6476033,Brigadeiro,0.66,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893000672
893027455,4,380,21691,2,1,Jardim Paulista,Alameda Sarutaiá,-23.5691219,-46.6552588,Trianon Masp,0.62,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893027455
893096820,1,53,1759,0,1,Belém,Avenida Alcântara Machado,-23.545551100000004,-46.5973027,Belem,0.84,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/893096820
892802447,2,70,1977,0,0,Bom Retiro,Rua Solon,-23.524205300000002,-46.6412613,Tiradentes,1.17,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892802447
893101609,2,80,1936,0,0,Bom Retiro,Rua Solon,-23.5253862,-46.6440775,Tiradentes,1.33,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893101609
892952191,3,178,3305,1,0,Bom Retiro,R. Júlio Conceição,-23.526601199999998,-46.6396189,Tiradentes,0.87,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892952191
893028980,4,160,3459,0,1,Bom Retiro,Rua Correia de Melo,-23.5297119,-46.637342600000004,Tiradentes,0.51,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893028980
893065014,3,108,6864,2,0,Bom Retiro,Rua Joaquim Murtinho,-23.5271595,-46.636500299999994,Tiradentes,0.59,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893065014
892999720,1,38,3424,1,1,Brooklin,Rua das Margaridas,-23.624665300000004,-46.6887342,Brooklin,0.24,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892999720
892908981,1,48,4877,1,1,Brooklin,Rua Doutor Paschoal Imperatriz,-23.620633899999998,-46.6954952,Brooklin,1.02,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892908981
892841685,1,70,4492,1,0,Chácara Santo Antonio,Rua Joaquim Guarani,-23.6264954,-46.6932866,Brooklin,0.53,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892841685
893087953,2,50,2154,1,1,Brás,Rua Campos Sales,-23.5491235,-46.6191217,Bras,0.5,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/893087953
893069093,2,65,3183,1,0,Butantã,Rua Barroso Neto,-23.5706336,-46.724544,Butanta,1.69,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893069093
892781634,4,176,11763,3,1,Cambuci,Rua Hermínio Lemos,-23.568226100000004,-46.6196924,Vergueiro,2.07,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892781634
892871959,2,92,2680,1,0,Campo Belo,Avenida Washington Luís,-23.629731200000002,-46.66766079999999,Brooklin,2.11,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892871959
893011623,4,185,10565,4,0,Campo Belo,Rua Conde de Porto Alegre,-23.62267210000001,-46.673968200000004,Brooklin,1.52,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893011623
893083650,1,27,2622,1,1,Campo Belo,Rua Doutor Jesuíno Maciel,-23.6238321,-46.6665168,Eucaliptos,1.57,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893083650
892789145,1,45,3392,1,1,Campo Belo,Rua: Vieira de Morais,-23.6266207,-46.66551,Eucaliptos,1.89,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892789145
892877348,2,70,3424,1,0,Campo Belo,Rua Xavier de Gouveia,-23.627508300000002,-46.67389960000001,Brooklin,1.45,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892877348
893101350,1,51,4136,1,1,Campo Belo,Rua Constantino de Sousa,-23.6212176,-46.67751320000001,Brooklin,1.25,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893101350
892846012,4,120,12237,2,0,Campo Belo,Rua José Batista Pereira,-23.621864300000002,-46.6741736,Eucaliptos,1.45,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892846012
893063697,2,57,1501,0,0,Cangaíba,Avenida Doutor Assis Ribeiro,-23.496720899999996,-46.511144099999996,Guilhermina Esperanca,3.65,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/893063697
892849805,2,90,11608,1,1,Jardim Paulista,Alameda Itu,-23.5624677,-46.6613338,Consolacao,0.49,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892849805
892907872,3,345,16746,5,0,Jardim Paulista,Alameda Casa Branca,-23.5661707,-46.6601168,Trianon Masp,0.7,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892907872
892800363,1,42,3570,1,0,Jardim Paulista,Rua Haddock Lobo,-23.559836100000002,-46.663491799999996,Consolacao,0.38,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892800363
892901510,1,48,6877,0,1,Jardim Paulista,Rua Bela Cintra,-23.5589578,-46.6647445,Consolacao,0.47,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892901510
892931005,3,190,11607,1,0,Jardim Paulista,Franca,-23.5637847,-46.6610722,Consolacao,0.63,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892931005
893048243,3,142,6981,1,0,Jardim Paulista,Rua Peixoto Gomide,-23.56474110000001,-46.661274,Consolacao,0.74,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893048243
892843868,2,120,3997,0,1,Higienópolis,Rua Minas Gerais,-23.5553868,-46.6652197,Paulista,0.3,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892843868
892904275,2,90,14309,2,1,Jardim Paulista,Rua da Consolação,-23.5581321,-46.6651939,Paulista,0.44,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892904275
893032265,2,200,16297,2,1,Jardim Paulista,Rua Haddock Lobo,-23.5650385,-46.6685975,Oscar Freire,0.59,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893032265
893058889,1,60,4504,2,1,Jardim Paulista,Alameda Ministro Rocha Azevedo,-23.563668,-46.6622721,Consolacao,0.65,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893058889
892946870,3,136,14350,1,1,Jardim Paulista,Rua Bela Cintra,-23.5635157,-46.6694958,Oscar Freire,0.4,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892946870
893080336,1,108,5629,0,0,Jardim Paulista,Rua Augusta,-23.5605075,-46.6628939,Consolacao,0.38,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893080336
893048821,2,82,3922,1,0,Jardim Paulista,Rua da Consolação,-23.555901199999997,-46.663648200000004,Paulista,0.16,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893048821
892829269,2,89,4987,1,1,Jardim Paulista,Alameda Jaú,-23.5603087,-46.6614414,Consolacao,0.27,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892829269
893046791,3,135,16541,1,1,Jardim Paulista,Rua da Consolação,-23.559665600000002,-46.667499400000004,Oscar Freire,0.48,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893046791
892846744,2,87,5700,1,1,Jardim Paulista,Alameda Jaú,-23.5603087,-46.6614414,Consolacao,0.27,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892846744
893089038,2,115,7320,1,0,Jardim Paulista,Alameda Itu,-23.5611812,-46.6623722,Consolacao,0.4,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893089038
892875824,3,147,5673,2,1,Bosque da Saúde,Rua Boqueirão,-23.6210974,-46.618570399999996,Saude,2.13,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892875824
893085805,2,60,2613,2,0,Bosque da Saúde,Rua Otto de Barros,-23.6252334,-46.6265966,Sao Judas,1.46,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893085805
892988312,2,50,1794,1,0,Freguesia do Ó,Rua Professor Rui Bloem,-23.489378100000003,-46.6945283,Palmeiras Barra Funda,4.86,0,0,0,0,0,1,2021-10-29,https://www.quintoandar.com.br/imovel/892988312
893104679,3,84,3604,2,1,Ipiranga,Rua Antônio Marcondes,-23.597678100000003,-46.6062357,Sacoma,0.55,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893104679
892969908,2,75,3013,0,1,Ipiranga,Rua da Constituinte,-23.5824253,-46.6059783,Tamanduatei,2.03,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892969908
893066649,2,59,3547,1,0,Ipiranga,Praça Nami Jafet,-23.580188600000003,-46.6060958,Tamanduatei,2.19,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893066649
893083043,3,133,7016,3,0,Ipiranga,Rua Xavier de Almeida,-23.594120800000002,-46.6079201,Sacoma,0.96,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/893083043
892994001,2,54,2772,1,0,Ipiranga,Rua Clemente Pereira,-23.5980963,-46.6001304,Sacoma,0.43,0,0,0,0,1,0,2021-10-29,https://www.quintoandar.com.br/imovel/892994001
893054496,2,67,6375,1,1,Vila Olímpia,Rua Alvorada,-23.6003719,-46.6824623,Eucaliptos,1.76,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893054496
893052329,1,57,9212,1,1,Vila Olímpia,Rua Pequetita,-23.5923303,-46.6850891,Eucaliptos,2.56,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893052329
892940307,2,55,4048,1,1,Vila Olímpia,Rua Alvorada,-23.601702,-46.681237100000004,Eucaliptos,1.57,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892940307
892840292,2,80,5939,2,1,Vila Olímpia,Rua Casa do Ator,-23.5971483,-46.6822856,Eucaliptos,1.98,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892840292
893095619,2,70,4833,1,1,Vila Olímpia,Rua Ponta Delgada,-23.5995285,-46.6840965,Eucaliptos,1.95,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893095619
892860635,1,35,3786,1,0,Vila Olímpia,Avenida Doutor Cardoso de Melo,-23.5998913,-46.6821916,Eucaliptos,1.77,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892860635
893017427,2,82,7167,2,0,Vila Olímpia,Avenida Doutor Cardoso de Melo,-23.5987482,-46.6836254,Eucaliptos,1.96,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893017427
893107425,1,65,12940,0,1,Vila Olímpia,Rua Elvira Ferraz,-23.5943484,-46.6818898,Eucaliptos,2.18,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893107425
892975754,2,100,7993,2,1,Vila Olímpia,Rua Casa do Ator,-23.596935000000002,-46.682587,Eucaliptos,2.02,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892975754
892798603,1,56,4280,1,1,Vila Olímpia,Rua Ponta Delgada,-23.5996476,-46.6838521,Eucaliptos,1.92,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892798603
893091643,1,80,9865,1,1,Vila Olímpia,Rua Coronel Joaquim Ferreira Lobo,-23.593657,-46.6824946,Eucaliptos,2.28,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893091643
892940305,1,32,3942,1,1,Vila Olímpia,Rua Fidêncio Ramos,-23.5948476,-46.685857899999995,Eucaliptos,2.42,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892940305
892787151,1,55,4418,1,1,Vila Olímpia,Rua Júlio Diniz,-23.5988285,-46.6845214,Eucaliptos,2.03,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892787151
893095612,1,57,4399,1,1,Vila Olímpia,Rua Ponta Delgada,-23.5995285,-46.6840965,Eucaliptos,1.95,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893095612
893068705,2,55,3045,1,0,Jabaquara,Rua Lussanvira,-23.6425872,-46.6376523,Jabaquara,0.54,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893068705
892911105,3,134,11885,2,1,Jabaquara,Rua Buritis,-23.648323,-46.6443992,Jabaquara,0.41,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892911105
892892159,2,70,1724,1,0,Jaguaré,Rua Padre Caresia,-23.5474684,-46.7465109,Butanta,4.77,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892892159
893094964,2,52,3141,2,1,Jaguaré,Rua Francisco Pedro de Amaral,-23.549363600000003,-46.7469066,Butanta,4.68,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893094964
893062432,3,70,2405,2,0,Jaguaré,Praça General Pôrto Carreiro,-23.546427899999998,-46.7486179,Butanta,5.01,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893062432
893073892,2,50,2033,1,0,Jaguaré,Rua Caetanópolis,-23.5430842,-46.7549316,Sao Paulo Morumbi,5.72,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893073892
893091766,2,70,1875,1,0,Jaguaré,Rua Padre Caresia,-23.5474684,-46.7465109,Butanta,4.77,1,0,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893091766
892991617,2,72,1978,1,1,Vila Constança ,Rua João Teixeira de Barros,-23.469357000000002,-46.58267410000001,Tucuruvi,2.41,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892991617
893043771,2,114,3041,1,0,Cambuci,Rua Hermínio Lemos,-23.567767899999996,-46.62263520000001,Vergueiro,1.77,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893043771
893072004,2,57,2247,1,0,Liberdade,Rua Scuvero,-23.5630478,-46.62659489999999,Sao Joaquim,1.24,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893072004
893094564,1,49,2647,1,1,Cambuci,Rua Miguel Teles Júnior,-23.5655857,-46.6238971,Sao Joaquim,1.57,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893094564
893067745,1,51,2942,1,1,Liberdade,Rua Tamandaré,-23.5646484,-46.6361306,Sao Joaquim,0.44,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893067745
893039302,2,70,2913,1,0,Liberdade,Rua Tamandaré,-23.564757800000002,-46.6363503,Sao Joaquim,0.44,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893039302
892895564,1,42,2892,1,0,Liberdade,Rua Galvão Bueno,-23.561818300000002,-46.634983899999995,Sao Joaquim,0.37,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892895564
892797152,2,72,2082,1,0,Liberdade,Rua São João Batista,-23.5632767,-46.6280739,Sao Joaquim,1.1,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892797152
892846230,2,79,3010,0,0,Liberdade,Rua Vergueiro,-23.5656638,-46.6393506,Vergueiro,0.32,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892846230
892863294,1,35,1759,0,0,Liberdade,Rua do Lavapés,-23.561787399999996,-46.628506099999996,Japao Liberdade,1.03,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892863294
892899830,1,33,1861,0,1,Liberdade,Rua Tenente Otávio Gomes,-23.5634448,-46.632547100000004,Sao Joaquim,0.66,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892899830
893048868,2,50,1636,1,0,Mandaqui,Avenida Parada Pinto,-23.468283800000002,-46.63788220000001,Jardim Sao Paulo Ayrton Senna,3.29,0,1,0,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893048868
892988757,2,60,4996,1,1,Moema,Avenida Ibirapuera,-23.6085687,-46.66661,Eucaliptos,0.25,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/892988757
893098899,4,175,8301,0,0,Moema,Alameda dos Guaramomis,-23.609073000000002,-46.655552899999996,Moema,0.89,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893098899
893041598,2,54,5018,1,1,Moema,Avenida Pavão,-23.604989399999997,-46.6698951,Eucaliptos,0.55,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893041598
893076293,1,52,4129,1,1,Moema,Avenida Moema,-23.6042253,-46.6588342,Moema,0.34,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893076293
893076705,1,55,4445,1,1,Moema,Alameda dos Arapanés,-23.606914399999997,-46.6675086,Eucaliptos,0.34,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893076705
893068287,3,115,8720,2,1,Moema,Alameda dos Anapurus,-23.6089443,-46.65965300000001,Moema,0.63,0,0,1,0,0,0,2021-10-29,https://www.quintoandar.com.br/imovel/893068287
